user_id,first_name,last_name,age,city,reg_date,plan,churn_date
10107,Sofia,Ramirez,75,Medellín,2022-01-30 07:09:56.849212303,Basico,
10108,Ana,Torres,23,Cali,2022-01-30 13:44:14.763690923,Basico,
10109,Sofia,Ramirez,31,Bogotá,2022-01-30 20:18:32.678169542,Basico,
10110,Sofia,Garcia,39,MTY,2022-01-31 02:52:50.592648162,Basico,
10111,Ana,Gomez,71,Bogotá,2022-01-31 09:27:08.507126782,Basico,
10112,Sofia,Garcia,23,MTY,2022-01-31 16:01:26.421605401,Premium,
10113,Mateo,Lopez,43,Cali,2022-01-31 22:35:44.336084021,Premium,
10114,Luis,Lopez,56,GDL,2022-02-01 05:10:02.250562641,Basico,
10115,Luis,Torres,29,Medellín,2022-02-01 11:44:20.165041260,Basico,
10116,Ana,Garcia,52,CDMX,2022-02-01 18:18:38.079519880,Basico,
10117,Carlos,Torres,31,Medellín,2022-02-02 00:52:55.993998500,Premium,"1,73405E+18"
10118,Ana,Torres,39,,2022-02-02 07:27:13.908477119,Premium,
10119,Carlos,Lopez,68,Medellín,2022-02-02 14:01:31.822955739,Premium,
10120,Luis,Torres,40,Bogotá,2022-02-02 20:35:49.737434359,Basico,
10121,Ana,Lopez,65,,2022-02-03 03:10:07.651912978,Basico,"1,72299E+18"
10122,Mariana,Gomez,24,Medellín,2022-02-03 09:44:25.566391598,Premium,
10123,Mateo,Garcia,57,GDL,2022-02-03 16:18:43.480870217,Premium,
10124,Sofia,Torres,67,GDL,2022-02-03 22:53:01.395348837,Basico,
10125,Carlos,Lopez,42,Medellín,2022-02-04 05:27:19.309827457,Basico,
10126,Mariana,Ramirez,30,Medellín,2022-02-04 12:01:37.224306076,Basico,
10127,Sofia,Torres,38,MTY,2022-02-04 18:35:55.138784696,Premium,
10128,Sofia,Gomez,58,MTY,2022-02-05 01:10:13.053263316,Premium,
10129,Ana,Gomez,27,,2022-02-05 07:44:30.967741935,Premium,
10130,Sofia,Ramirez,70,CDMX,2022-02-05 14:18:48.882220555,Basico,
10131,Mateo,Lopez,72,Bogotá,2022-02-05 20:53:06.796699175,Basico,
10132,Mariana,Torres,76,CDMX,2022-02-06 03:27:24.711177794,Basico,
10133,Sofia,Lopez,26,Cali,2022-02-06 10:01:42.625656414,Premium,"1,7331E+18"
10134,Ana,Gomez,32,CDMX,2022-02-06 16:36:00.540135034,Basico,
10135,Mateo,Lopez,69,Medellín,2022-02-06 23:10:18.454613653,Premium,
10136,Luis,Gomez,19,CDMX,2022-02-07 05:44:36.369092273,Basico,
10137,Mariana,Lopez,42,Medellín,2022-02-07 12:18:54.283570893,Premium,
10138,Sofia,Ramirez,30,Cali,2022-02-07 18:53:12.198049512,Premium,
10139,Ana,Garcia,51,MTY,2022-02-08 01:27:30.112528132,Basico,
10140,Luis,Ramirez,68,Bogotá,2022-02-08 08:01:48.027006752,Premium,
10141,Luis,Ramirez,75,Bogotá,2022-02-08 14:36:05.941485371,Basico,
10142,Carlos,Garcia,51,MTY,2022-02-08 21:10:23.855963991,Basico,
10143,Mateo,Garcia,52,Cali,2022-02-09 03:44:41.770442611,Basico,
10144,Sofia,Torres,55,GDL,2022-02-09 10:18:59.684921230,Premium,
10145,Ana,Torres,20,Medellín,2022-02-09 16:53:17.599399850,Premium,"1,7299E+18"
10146,Carlos,Ramirez,-999,GDL,2022-02-09 23:27:35.513878470,Basico,
10147,Mateo,Ramirez,59,GDL,2022-02-10 06:01:53.428357089,Premium,"1,71798E+18"
10148,Carlos,Gomez,73,MTY,2022-02-10 12:36:11.342835709,Premium,
10149,Mariana,Gomez,76,Bogotá,2022-02-10 19:10:29.257314329,Premium,
10150,Mateo,Torres,23,Bogotá,2022-02-11 01:44:47.171792948,Basico,"1,71936E+18"
10151,Mateo,Torres,72,Medellín,2022-02-11 08:19:05.086271568,Basico,
10152,Sofia,Gomez,65,GDL,2022-02-11 14:53:23.000750188,Premium,
10153,Mateo,Gomez,66,CDMX,2022-02-11 21:27:40.915228807,Basico,
10154,Carlos,Lopez,36,Cali,2022-02-12 04:01:58.829707427,Basico,
10155,Mateo,Lopez,20,Cali,2022-02-12 10:36:16.744186046,Premium,
10156,Sofia,Gomez,35,CDMX,2022-02-12 17:10:34.658664666,Basico,
10157,Sofia,Lopez,56,Medellín,2022-02-12 23:44:52.573143286,Premium,
10158,Mariana,Garcia,26,MTY,2022-02-13 06:19:10.487621905,Basico,"1,72506E+18"
10159,Carlos,Torres,69,Cali,2022-02-13 12:53:28.402100525,Premium,
10160,Luis,Torres,29,?,2022-02-13 19:27:46.316579145,Basico,
10161,Luis,Gomez,22,?,2022-02-14 02:02:04.231057764,Basico,
10162,Mateo,Ramirez,20,Cali,2022-02-14 08:36:22.145536384,Basico,
10163,Mariana,Gomez,28,GDL,2022-02-14 15:10:40.060015004,Premium,
10164,Ana,Lopez,74,Cali,2022-02-14 21:44:57.974493623,Premium,
10165,Mateo,Ramirez,47,Bogotá,2022-02-15 04:19:15.888972243,Basico,
10166,Mariana,Lopez,21,CDMX,2022-02-15 10:53:33.803450863,Basico,"1,71936E+18"
10167,Carlos,Garcia,22,Bogotá,2022-02-15 17:27:51.717929482,Basico,
10168,Carlos,Lopez,18,,2022-02-16 00:02:09.632408102,Basico,
10169,Carlos,Garcia,44,,2022-02-16 06:36:27.546886722,Premium,
10170,Carlos,Garcia,45,CDMX,2022-02-16 13:10:45.461365341,Basico,
10171,Carlos,Lopez,-999,Medellín,2022-02-16 19:45:03.375843961,Basico,"1,72368E+18"
10172,Mariana,Lopez,46,Cali,2022-02-17 02:19:21.290322581,Premium,
10173,Mariana,Garcia,35,GDL,2022-02-17 08:53:39.204801200,Premium,
10174,Sofia,Ramirez,29,Bogotá,2022-02-17 15:27:57.119279820,Premium,
10175,Luis,Garcia,30,Medellín,2022-02-17 22:02:15.033758440,Basico,
10176,Carlos,Torres,58,Bogotá,2022-02-18 04:36:32.948237059,Basico,
10177,Ana,Garcia,19,CDMX,2022-02-18 11:10:50.862715679,Basico,
10178,Mariana,Ramirez,54,Medellín,2022-02-18 17:45:08.777194299,Basico,
10179,Ana,Torres,62,,2022-02-19 00:19:26.691672918,Premium,
10180,Ana,Gomez,33,Medellín,2022-02-19 06:53:44.606151538,Premium,"1,72895E+18"
10181,Ana,Gomez,65,Cali,2022-02-19 13:28:02.520630158,Basico,
10182,Sofia,Ramirez,41,MTY,2022-02-19 20:02:20.435108777,Basico,"1,72022E+18"
10183,Mariana,Garcia,52,GDL,2022-02-20 02:36:38.349587397,Basico,
10184,Ana,Lopez,39,Medellín,2022-02-20 09:10:56.264066017,Basico,
10185,Carlos,Ramirez,53,MTY,2022-02-20 15:45:14.178544636,Basico,
10186,Mateo,Torres,28,?,2022-02-20 22:19:32.093023256,Basico,
10187,Ana,Torres,72,CDMX,2022-02-21 04:53:50.007501875,Basico,
10188,Sofia,Gomez,75,Bogotá,2022-02-21 11:28:07.921980495,Basico,
10189,Mariana,Torres,63,MTY,2022-02-21 18:02:25.836459115,Basico,
10190,Sofia,Ramirez,46,,2022-02-22 00:36:43.750937734,Basico,
10191,Ana,Torres,52,CDMX,2022-02-22 07:11:01.665416354,Basico,
10192,Mariana,Ramirez,65,CDMX,2022-02-22 13:45:19.579894974,Premium,
10193,Mateo,Lopez,71,GDL,2022-02-22 20:19:37.494373594,Basico,
10194,Ana,Gomez,32,Cali,2022-02-23 02:53:55.408852213,Basico,
10195,Sofia,Torres,77,GDL,2022-02-23 09:28:13.323330833,Basico,
10196,Luis,Ramirez,48,GDL,2022-02-23 16:02:31.237809453,Premium,
10197,Carlos,Garcia,59,CDMX,2022-02-23 22:36:49.152288072,Basico,
10198,Sofia,Gomez,58,Medellín,2022-02-24 05:11:07.066766692,Basico,"1,73033E+18"
10199,Mariana,Lopez,60,CDMX,2022-02-24 11:45:24.981245312,Basico,
10200,Ana,Ramirez,33,MTY,2022-02-24 18:19:42.895723931,Basico,
10201,Carlos,Lopez,27,GDL,2022-02-25 00:54:00.810202551,Premium,
10202,Ana,Lopez,66,Bogotá,2022-02-25 07:28:18.724681171,Premium,
10203,Mariana,Torres,49,Medellín,2022-02-25 14:02:36.639159790,Premium,
10204,Ana,Torres,68,Bogotá,2022-02-25 20:36:54.553638410,Basico,
10205,Luis,Ramirez,19,,2022-02-26 03:11:12.468117030,Premium,
10206,Carlos,Garcia,41,,2022-02-26 09:45:30.382595649,Basico,
10207,Carlos,Ramirez,40,MTY,2022-02-26 16:19:48.297074269,Basico,
10208,Mariana,Garcia,19,Cali,2022-02-26 22:54:06.211552888,Basico,
10209,Luis,Lopez,55,Medellín,2022-02-27 05:28:24.126031508,Basico,
10210,Sofia,Gomez,48,,2022-02-27 12:02:42.040510128,Basico,
10211,Ana,Ramirez,68,Bogotá,2022-02-27 18:36:59.954988747,Premium,
10212,Mateo,Ramirez,57,Bogotá,2022-02-28 01:11:17.869467367,Basico,
10213,Ana,Garcia,43,Bogotá,2022-02-28 07:45:35.783945987,Basico,
10214,Ana,Lopez,46,?,2022-02-28 14:19:53.698424606,Basico,
10215,Sofia,Lopez,20,GDL,2022-02-28 20:54:11.612903226,Basico,
10216,Ana,Garcia,75,GDL,2022-03-01 03:28:29.527381846,Premium,
10217,Luis,Lopez,31,MTY,2022-03-01 10:02:47.441860465,Basico,
10218,Luis,Torres,42,GDL,2022-03-01 16:37:05.356339085,Premium,
10219,Carlos,Gomez,65,Bogotá,2022-03-01 23:11:23.270817705,Basico,
10220,Mariana,Ramirez,18,CDMX,2022-03-02 05:45:41.185296324,Premium,
10221,Mateo,Gomez,70,MTY,2022-03-02 12:19:59.099774944,Premium,
10222,Ana,Ramirez,20,,2022-03-02 18:54:17.014253564,Basico,
10223,Ana,Torres,71,Bogotá,2022-03-03 01:28:34.928732183,Basico,
10224,Sofia,Lopez,43,Medellín,2022-03-03 08:02:52.843210803,Premium,
10225,Mariana,Garcia,35,CDMX,2022-03-03 14:37:10.757689423,Basico,
10226,Luis,Torres,26,GDL,2022-03-03 21:11:28.672168042,Basico,
10227,Mateo,Gomez,55,Cali,2022-03-04 03:45:46.586646662,Basico,
10228,Carlos,Garcia,40,Cali,2022-03-04 10:20:04.501125282,Basico,"1,73301E+18"
10229,Luis,Lopez,38,MTY,2022-03-04 16:54:22.415603901,Basico,
10230,Mariana,Torres,74,,2022-03-04 23:28:40.330082521,Basico,
10231,Carlos,Garcia,18,,2022-03-05 06:02:58.244561141,Premium,
10232,Sofia,Torres,38,,2022-03-05 12:37:16.159039760,Basico,
10233,Sofia,Torres,44,Bogotá,2022-03-05 19:11:34.073518380,Premium,
10234,Ana,Lopez,59,GDL,2022-03-06 01:45:51.987997000,Basico,
10235,Mariana,Ramirez,76,Medellín,2022-03-06 08:20:09.902475619,Premium,
10236,Mateo,Garcia,23,Medellín,2022-03-06 14:54:27.816954239,Premium,
10237,Carlos,Lopez,72,CDMX,2022-03-06 21:28:45.731432859,Premium,
10238,Luis,Torres,61,Cali,2022-03-07 04:03:03.645911478,Premium,"1,72264E+18"
10239,Mariana,Lopez,53,CDMX,2022-03-07 10:37:21.560390098,Premium,
10240,Mariana,Ramirez,45,Bogotá,2022-03-07 17:11:39.474868718,Premium,
10241,Sofia,Garcia,62,MTY,2022-03-07 23:45:57.389347337,Basico,
10242,Ana,Ramirez,34,Medellín,2022-03-08 06:20:15.303825957,Basico,
10243,Ana,Gomez,-999,MTY,2022-03-08 12:54:33.218304576,Premium,
10244,Carlos,Garcia,76,Cali,2022-03-08 19:28:51.132783196,Basico,
10245,Sofia,Ramirez,57,Bogotá,2022-03-09 02:03:09.047261816,Premium,
10246,Mariana,Torres,75,Cali,2022-03-09 08:37:26.961740435,Premium,
10247,Mateo,Garcia,69,,2022-03-09 15:11:44.876219055,Basico,
10248,Sofia,Garcia,20,Medellín,2026-05-10 00:00:00.000000000,Premium,"1,72506E+18"
10249,Carlos,Lopez,29,,2022-03-10 04:20:20.705176294,Basico,
10250,Carlos,Torres,56,CDMX,2022-03-10 10:54:38.619654914,Basico,
10251,Sofia,Gomez,29,MTY,2022-03-10 17:28:56.534133534,Basico,
10252,Carlos,Ramirez,19,CDMX,2022-03-11 00:03:14.448612153,Basico,
10253,Sofia,Lopez,73,GDL,2022-03-11 06:37:32.363090773,Basico,
10254,Luis,Ramirez,63,Cali,2022-03-11 13:11:50.277569393,Basico,
10255,Sofia,Gomez,39,CDMX,2022-03-11 19:46:08.192048012,Basico,
10256,Sofia,Gomez,40,Bogotá,2022-03-12 02:20:26.106526632,Premium,
10257,Carlos,Garcia,47,Bogotá,2022-03-12 08:54:44.021005252,Basico,
10258,Carlos,Gomez,22,Bogotá,2022-03-12 15:29:01.935483871,Basico,
10259,Ana,Ramirez,26,Bogotá,2022-03-12 22:03:19.849962491,Basico,
10260,Ana,Torres,38,Cali,2022-03-13 04:37:37.764441111,Premium,
10261,Luis,Torres,28,CDMX,2022-03-13 11:11:55.678919730,Premium,"1,72619E+18"
10262,Ana,Garcia,22,MTY,2022-03-13 17:46:13.593398350,Basico,
10263,Sofia,Ramirez,52,Medellín,2022-03-14 00:20:31.507876970,Basico,
10264,Carlos,Ramirez,44,Medellín,2022-03-14 06:54:49.422355589,Premium,
10265,Ana,Gomez,66,Bogotá,2022-03-14 13:29:07.336834209,Basico,
10266,Ana,Ramirez,19,?,2022-03-14 20:03:25.251312829,Basico,
10267,Luis,Lopez,41,Bogotá,2022-03-15 02:37:43.165791448,Basico,
10268,Mariana,Gomez,48,Bogotá,2022-03-15 09:12:01.080270068,Basico,
10269,Luis,Lopez,50,CDMX,2022-03-15 15:46:18.994748688,Premium,
10270,Sofia,Garcia,56,Bogotá,2022-03-15 22:20:36.909227307,Basico,"1,72938E+18"
10271,Carlos,Torres,47,Medellín,2022-03-16 04:54:54.823705927,Basico,
10272,Luis,Garcia,63,CDMX,2022-03-16 11:29:12.738184546,Basico,
10273,Ana,Torres,54,MTY,2022-03-16 18:03:30.652663166,Premium,
10274,Carlos,Garcia,68,Cali,2022-03-17 00:37:48.567141786,Premium,
10275,Carlos,Ramirez,45,MTY,2022-03-17 07:12:06.481620405,Premium,
10276,Ana,Lopez,77,GDL,2022-03-17 13:46:24.396099025,Premium,
10277,Luis,Torres,48,Medellín,2022-03-17 20:20:42.310577645,Basico,
10278,Ana,Gomez,28,GDL,2022-03-18 02:55:00.225056264,Premium,
10279,Mariana,Lopez,40,,2022-03-18 09:29:18.139534884,Basico,
10280,Carlos,Gomez,74,CDMX,2022-03-18 16:03:36.054013504,Premium,
10281,Mateo,Lopez,19,Medellín,2022-03-18 22:37:53.968492123,Basico,
10282,Mateo,Lopez,57,Bogotá,2022-03-19 05:12:11.882970743,Basico,
10283,Sofia,Garcia,58,?,2022-03-19 11:46:29.797449363,Basico,"1,71901E+18"
10284,Ana,Torres,44,CDMX,2022-03-19 18:20:47.711927982,Premium,
10285,Ana,Torres,52,Medellín,2022-03-20 00:55:05.626406602,Premium,
10286,Sofia,Lopez,19,Bogotá,2022-03-20 07:29:23.540885222,Basico,
10287,Sofia,Ramirez,56,Bogotá,2022-03-20 14:03:41.455363841,Basico,
10288,Sofia,Ramirez,54,Bogotá,2022-03-20 20:37:59.369842461,Premium,
10289,Carlos,Gomez,38,Medellín,2022-03-21 03:12:17.284321081,Basico,
10290,Mariana,Gomez,75,,2022-03-21 09:46:35.198799700,Premium,"1,71772E+18"
10291,Ana,Garcia,22,CDMX,2022-03-21 16:20:53.113278320,Basico,
10292,Carlos,Lopez,69,CDMX,2022-03-21 22:55:11.027756940,Basico,
10293,Sofia,Gomez,62,Cali,2022-03-22 05:29:28.942235559,Basico,
10294,Ana,Gomez,38,CDMX,2022-03-22 12:03:46.856714179,Basico,
10295,Carlos,Lopez,46,,2022-03-22 18:38:04.771192799,Basico,
10296,Mariana,Garcia,37,Medellín,2022-03-23 01:12:22.685671418,Basico,
10297,Carlos,Gomez,-999,Medellín,2022-03-23 07:46:40.600150038,Basico,
10298,Mariana,Garcia,78,GDL,2022-03-23 14:20:58.514628658,Basico,
10299,Sofia,Torres,55,GDL,2022-03-23 20:55:16.429107277,Basico,
10300,Mariana,Garcia,37,Medellín,2022-03-24 03:29:34.343585897,Premium,
10301,Ana,Ramirez,67,,2022-03-24 10:03:52.258064517,Basico,
10302,Sofia,Ramirez,42,,2022-03-24 16:38:10.172543136,Basico,
10303,Ana,Garcia,19,GDL,2022-03-24 23:12:28.087021756,Basico,
10304,Mateo,Ramirez,74,CDMX,2022-03-25 05:46:46.001500376,Basico,
10305,Luis,Torres,49,CDMX,2022-03-25 12:21:03.915978995,Premium,
10306,Mariana,Lopez,43,?,2022-03-25 18:55:21.830457615,Basico,
10307,Luis,Ramirez,23,GDL,2022-03-26 01:29:39.744936234,Premium,
10308,Luis,Ramirez,58,CDMX,2022-03-26 08:03:57.659414854,Basico,"1,7185E+18"
10309,Mariana,Garcia,74,GDL,2022-03-26 14:38:15.573893474,Basico,
10310,Sofia,Torres,20,MTY,2022-03-26 21:12:33.488372093,Basico,
10311,Mateo,Lopez,50,,2022-03-27 03:46:51.402850713,Premium,
10312,Ana,Garcia,18,Bogotá,2022-03-27 10:21:09.317329333,Premium,
10313,Carlos,Garcia,68,GDL,2022-03-27 16:55:27.231807952,Basico,
10314,Ana,Torres,22,MTY,2022-03-27 23:29:45.146286572,Premium,
10315,Carlos,Lopez,30,MTY,2022-03-28 06:04:03.060765192,Basico,
10316,Ana,Torres,36,CDMX,2022-03-28 12:38:20.975243811,Premium,
10317,Mariana,Lopez,29,CDMX,2022-03-28 19:12:38.889722431,Basico,"1,73301E+18"
10318,Mateo,Torres,65,Medellín,2022-03-29 01:46:56.804201051,Basico,
10319,Carlos,Garcia,42,CDMX,2022-03-29 08:21:14.718679670,Basico,
10320,Sofia,Garcia,74,GDL,2026-05-10 00:00:00.000000000,Premium,
10321,Ana,Gomez,68,MTY,2022-03-29 21:29:50.547636910,Premium,
10322,Ana,Ramirez,52,Cali,2022-03-30 04:04:08.462115529,Premium,
10323,Carlos,Torres,29,Bogotá,2022-03-30 10:38:26.376594149,Premium,
10324,Sofia,Gomez,47,Medellín,2022-03-30 17:12:44.291072769,Basico,
10325,Sofia,Ramirez,22,Bogotá,2022-03-30 23:47:02.205551388,Premium,
10326,Mariana,Torres,51,Medellín,2026-05-10 00:00:00.000000000,Premium,
10327,Mariana,Lopez,39,CDMX,2022-03-31 12:55:38.034508628,Basico,
10328,Mariana,Ramirez,56,,2022-03-31 19:29:55.948987247,Basico,
10329,Mariana,Garcia,30,CDMX,2022-04-01 02:04:13.863465867,Premium,
10330,Mariana,Gomez,74,Bogotá,2022-04-01 08:38:31.777944487,Premium,
10331,Mariana,Ramirez,64,Cali,2022-04-01 15:12:49.692423106,Premium,
